식품명,영양성분함량기준량,에너지(kcal),수분(g),단백질(g),지방(g),회분(g),탄수화물(g),당류(g),식이섬유(g),칼슘(mg),철(mg),인(mg),칼륨(mg),나트륨(mg),비타민 A(μg RAE),레티놀(μg),베타카로틴(μg),티아민(mg),리보플라빈(mg),니아신(mg),비타민 C(mg),비타민 D(μg),콜레스테롤(mg),포화지방산(g),트랜스지방산(g),,,,,,,,,,,,,,,,,,,,,,,
코코아_초코 핫(HOT),100ml,63,,1.91,,,,3.89,,,,,,36,,,,,,,,,,0.81,,,,,,,,,,,,,,,,,,,,,,,,
코코아_핫초코 핫(HOT),100ml,112,,2.98,,,13.9,11.91,,,,,,64,,,,,,,,,,3.23,,,,,,,,,,,,,,,,,,,,,,,,
코코아_핫초코 핫(HOT),100ml,89,,2.54,,,,11.02,,,,,,50,,,,,,,,,,2.06,,,,,,,,,,,,,,,,,,,,,,,,
코코아_화이트초코 아이스(ICED),100ml,73,,1.69,,,,9.89,,,,,,25,,,,,,,,,,1.61,,,,,,,,,,,,,,,,,,,,,,,,
코코아_화이트초코 핫(HOT),100ml,91,,2.54,,,,11.3,,,,,,39,,,,,,,,,,2.26,,,,,,,,,,,,,,,,,,,,,,,,
콤부차_애플 히비스커스 콤부차 (L),100ml,32,,0,,,,7.87,,,,,,2,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
콤부차_애플 히비스커스 콤부차 (V),100ml,36,,0,,,,8.78,,,,,,2,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
콤부차_애플망고 콤부차 (L),100ml,33,,0,,,,7.71,,,,,,3,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
콤부차_애플망고 콤부차 (V),100ml,34,,0,,,,8,,,,,,3,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
콤부차_플레인 콤부차 (L),100ml,25,,0,,,,6.46,,,,,,2,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
콤부차_플레인 콤부차 (V),100ml,30,,0,,,,7.68,,,,,,2,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
탄산음료_블랙티 레모네이드 피지오 (Tall),100ml,18,,0,,,,4.79,,,,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
탄산음료_블루캔디소다 아이스(ICED),100ml,36,,0,,,,8.32,,,,,,1,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
탄산음료_유자 패션 피지오 (Tall),100ml,41,,0,,,,10.14,,,,,,1,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
탄산음료_체리콕콕 아이스(ICED),100ml,48,,0.17,,,,12,,,,,,1,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
탄산음료_쿨 라임 피지오 (Tall),100ml,30,,0,,,,7.04,,,,,,6,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
커피_헤이즐넛 라떼 핫(HOT) (L),100ml,44,,1.52,,,,5.26,,,,,,24,,,,,,,,,,1.1,,,,,,,,,,,,,,,,,,,,,,,,
커피_헤이즐넛 라떼 핫(HOT) (M),100ml,49,,1.71,,,,5.84,,,,,,28,,,,,,,,,,1.27,,,,,,,,,,,,,,,,,,,,,,,,
커피_헤이즐넛아메리카노 아이스(ICED),100ml,21,,0.03,0,,5.01,4.92,,,,,,7,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
커피_헤이즐넛아메리카노 핫(HOT),100ml,27,,0.04,0,,6.51,6.4,,,,,,9,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
커피_헥사메리카노 아이스(ICED),100ml,1,,0.04,0,,0.2,0,,,,,,2,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
커피_헥사메리카노 핫(HOT),100ml,1,,0.06,0,,0.26,0,,,,,,3,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
커피_흑당 아인슈페너 아이스(ICED),100ml,89,,1.69,,,,11.83,,,,,,22,,,,,,,,,,2.82,,,,,,,,,,,,,,,,,,,,,,,,
커피_흑당 아인슈페너 핫(HOT),100ml,89,,1.69,,,,11.83,,,,,,22,,,,,,,,,,2.82,,,,,,,,,,,,,,,,,,,,,,,,
커피_흑당커피 아이스(ICED) (M),100ml,50,,1.27,,,,6.29,,,,,,21,,,,,,,,,,0.91,,,,,,,,,,,,,,,,,,,,,,,,
코코아_시그니처 초콜릿 아이스(ICED) (Tall),100ml,92,,2.82,,,,9.01,,,,,,20,,,,,,,,,,1.97,,,,,,,,,,,,,,,,,,,,,,,,
코코아_시그니처 초콜릿 핫(HOT) (Tall),100ml,141,,4.23,,,,14.65,,,,,,30,,,,,,,,,,2.54,,,,,,,,,,,,,,,,,,,,,,,,
코코아_아이스 초코 아이스(ICED),100ml,68,,1.71,3.41,,7.56,4.15,,,,,,24,,,,,,,,,6.1,2.68,,,,,,,,,,,,,,,,,,,,,,,,
코코아_아이스 초콜릿 (L),100ml,83,,2.07,,,,8.28,,,,,,28,,,,,,,,,,2.99,,,,,,,,,,,,,,,,,,,,,,,,
코코아_아이스 초콜릿 (R),100ml,79,,1.84,,,,7.89,,,,,,25,,,,,,,,,,2.89,,,,,,,,,,,,,,,,,,,,,,,,
코코아_초코 아이스(ICED),100ml,52,,1.32,,,,5.25,,,,,,26,,,,,,,,,,0.59,,,,,,,,,,,,,,,,,,,,,,,,
코코아_아이스초코 아이스(ICED),100ml,83,,1.94,,,10.8,9.07,,,,,,44,,,,,,,,,,2.38,,,,,,,,,,,,,,,,,,,,,,,,
코코아_플러피 판다 초콜릿 아이스(ICED) (Grande),100ml,88,,2.33,,,,8.25,,,,,,32,,,,,,,,,,3.38,,,,,,,,,,,,,,,,,,,,,,,,
코코아_플러피 판다 핫 초콜릿 핫(HOT) (Grande),100ml,99,,2.54,,,,10.15,,,,,,34,,,,,,,,,,3.59,,,,,,,,,,,,,,,,,,,,,,,,
코코아_핫 초코 핫(HOT),100ml,114,,3.23,6.13,,11.61,7.1,,,,,,51,,,,,,,,,13.55,4.52,,,,,,,,,,,,,,,,,,,,,,,,
커피_헤이즐넛 라떼 핫(HOT) (R),100ml,95,,3.03,,,,9.53,,,,,,10,,,,,,,,,,2.71,,,,,,,,,,,,,,,,,,,,,,,,
커피_헤이즐넛 아메리카노 I’m B 아이스(ICED) (L),100ml,13,,0.08,,,,2.89,,,,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
커피_헤이즐넛 아메리카노 I’m B 아이스(ICED) (M),100ml,13,,0.05,,,,3.08,,,,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
커피_헤이즐넛 아메리카노 I’m B 핫(HOT) (L),100ml,12,,0.03,,,,2.89,,,,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
커피_헤이즐넛 아메리카노 I’m B 핫(HOT) (M),100ml,14,,0.07,,,,3.08,,,,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
커피_헤이즐넛 아메리카노 I’m D 아이스(ICED) (L),100ml,13,,0.1,,,,2.89,,,,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
커피_헤이즐넛 아메리카노 I’m D 아이스(ICED) (M),100ml,14,,0.05,,,,3.08,,,,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
커피_헤이즐넛 아메리카노 I’m D 핫(HOT) (L),100ml,12,,0.03,,,,2.89,,,,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
커피_헤이즐넛 아메리카노 I’m D 핫(HOT) (M),100ml,14,,0.08,,,,3.08,,,,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
커피_헤이즐넛 커피 아이스(ICED),100ml,35,,0.37,,,,4.18,,,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
커피_헤이즐넛 커피 핫(HOT),100ml,44,,0.47,,,,5.22,,,,,,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
커피_헤이즐넛 크림콜드브루 아이스(ICED),100ml,40,,0.17,,,,4.91,,,,,,2,,,,,,,,,,1.35,,,,,,,,,,,,,,,,,,,,,,,,
커피_헤이즐넛 다크리카노 아이스(ICED),100ml,25,,0.17,,,,5.41,,,,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
커피_헤이즐넛 다크리카노 핫(HOT),100ml,25,,0.17,,,,5.41,,,,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
커피_헤이즐넛 딥 라떼 아이스(ICED),100ml,52,,1.35,,,,5.08,,,,,,27,,,,,,,,,,1.52,,,,,,,,,,,,,,,,,,,,,,,,
커피_헤이즐넛 딥 라떼 핫(HOT),100ml,63,,1.86,,,,5.92,,,,,,35,,,,,,,,,,2.03,,,,,,,,,,,,,,,,,,,,,,,,
커피_헤이즐넛 라떼,100ml,46,,1.18,,,,7.01,,,,,,17,,,,,,,,,,0.67,,,,,,,,,,,,,,,,,,,,,,,,
커피_헤이즐넛 라떼 아이스(ICED) (L),100ml,38,,1.22,,,,4.79,,,,,,19,,,,,,,,,,0.88,,,,,,,,,,,,,,,,,,,,,,,,
커피_헤이즐넛 라떼 아이스(ICED) (M),100ml,38,,1.2,,,,4.99,,,,,,19,,,,,,,,,,0.88,,,,,,,,,,,,,,,,,,,,,,,,
커피_티라미수 라떼,100ml,62,,1.29,,,,8.26,,,,,,31,,,,,,,,,,2.01,,,,,,,,,,,,,,,,,,,,,,,,
커피_플랫화이트 아이스(ICED),100ml,36,,1.45,,,,2.17,,,,,,27,,,,,,,,,,1.21,,,,,,,,,,,,,,,,,,,,,,,,
커피_플랫화이트 핫(HOT),100ml,51,,2.25,,,,3.1,,,,,,38,,,,,,,,,,1.69,,,,,,,,,,,,,,,,,,,,,,,,
커피_피넛 라떼 아이스(ICED),100ml,113,,3.33,,,,6.88,,,,,,51,,,,,,,,,,3.08,,,,,,,,,,,,,,,,,,,,,,,,
커피_허니아메리카노 아이스(ICED),100ml,15,,0.03,0,,3.78,3.69,,,,,,2,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
커피_허니아메리카노 핫(HOT),100ml,20,,0.04,0,,4.91,4.8,,,,,,2,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
커피_허니큐브 아이스(ICED) (L),100ml,63,,2.33,,,,6.55,,,,,,26,,,,,,,,,,1.27,,,,,,,,,,,,,,,,,,,,,,,,
커피_허니큐브 아이스(ICED) (R),100ml,60,,1.97,,,,6.2,,,,,,19,,,,,,,,,,1.13,,,,,,,,,,,,,,,,,,,,,,,,
커피_헤이즐넛,100ml,21,,0.17,,,,4.81,,,,,,1,,,,,,,,,,0.02,,,,,,,,,,,,,,,,,,,,,,,,
커피_헤이즐넛 라떼 아이스(ICED),100ml,61,,1.59,,,,6.04,,,,,,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
커피_헤이즐넛 라떼 아이스(ICED),100ml,31,,1.36,,,,2.14,,,,,,22,,,,,,,,,,1.07,,,,,,,,,,,,,,,,,,,,,,,,
커피_헤이즐넛 라떼 아이스(ICED) (L),100ml,33,,0.95,,,3.81,3.7,,,,,,14,,,,,,,,,,0.74,,,,,,,,,,,,,,,,,,,,,,,,
커피_헤이즐넛 라떼 아이스(ICED) (L),100ml,80,,1.82,,,,8.13,,,,,,27,,,,,,,,,,1.98,,,,,,,,,,,,,,,,,,,,,,,,
커피_헤이즐넛 라떼 아이스(ICED) (ML),100ml,31,,0.85,,,3.38,3.24,,,,,,13,,,,,,,,,,0.7,,,,,,,,,,,,,,,,,,,,,,,,
커피_헤이즐넛 라떼 아이스(ICED) (R),100ml,61,,1.6,,,,6.48,,,,,,27,,,,,,,,,,1.65,,,,,,,,,,,,,,,,,,,,,,,,
커피_헤이즐넛 라떼 핫(HOT),100ml,88,,2.49,,,,8.33,,,,,,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
커피_헤이즐넛 라떼 핫(HOT),100ml,50,,2.17,,,,3.47,,,,,,35,,,,,,,,,,1.67,,,,,,,,,,,,,,,,,,,,,,,,
커피_헤이즐넛 라떼 핫(HOT) (L),100ml,105,,3.33,,,,11.28,,,,,,56,,,,,,,,,,3.08,,,,,,,,,,,,,,,,,,,,,,,,
커피_헤이즐넛 라떼 핫(HOT) (ML),100ml,50,,1.69,,,5.25,5.08,,,,,,24,,,,,,,,,,1.35,,,,,,,,,,,,,,,,,,,,,,,,
커피_콜드브루 바닐라크림 아이스(ICED) (ML),100ml,50,,1.13,,,5.07,4.51,,,,,,27,,,,,,,,,,2.54,,,,,,,,,,,,,,,,,,,,,,,,
커피_콜드브루 아이스(ICED),100ml,2,,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
커피_콜드브루 아이스(ICED),100ml,2,,0.16,0,,0.33,0,,,,,,0,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
커피_콜드브루 아이스(ICED),100ml,1,,0,,,,0,,,,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
커피_콜드브루 아이스(ICED) (L),100ml,1,,0.05,,,,0,,,,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
커피_콜드브루 아이스(ICED) (M),100ml,1,,0.08,,,,0,,,,,,0,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,
커피_콜드브루 아인슈페너 아이스(ICED),100ml,80,,1.41,,,,9.01,,,,,,19,,,,,,,,,,1.97,,,,,,,,,,,,,,,,,,,,,,,,
커피_콜드브루 핫(HOT) (L),100ml,1,,0.1,,,,0,,,,,,0,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,
커피_콜드브루 핫(HOT) (M),100ml,1,,0.08,,,,0,,,,,,0,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,
커피_콜드브루 라떼 (L),100ml,24,,1.19,,,,1.56,,,,,,16,,,,,,,,,,0.63,,,,,,,,,,,,,,,,,,,,,,,,
커피_콜드브루 라떼 (R),100ml,23,,0.91,,,,1.47,,,,,,1,,,,,,,,,,0.59,,,,,,,,,,,,,,,,,,,,,,,,
커피_콜드브루 라떼 아이스(ICED),100ml,29,,1.35,,,,1.86,,,,,,19,,,,,,,,,,1.02,,,,,,,,,,,,,,,,,,,,,,,,
커피_콜드브루 라떼 아이스(ICED),100ml,27,,1.18,,,,1.69,,,,,,19,,,,,,,,,,1.02,,,,,,,,,,,,,,,,,,,,,,,,
커피_큐브 아이스(ICED),100ml,42,,1.69,,,,2.82,,,,,,16,,,,,,,,,,0.85,,,,,,,,,,,,,,,,,,,,,,,,
커피_크리미 라떼 아이스(ICED),100ml,77,,0.93,,,5.15,4.02,,,,,,20,,,,,,,,,0.08,4.51,3.92,,,,,,,,,,,,,,,,,,,,,,,
커피_토피넛 샷 라떼 아이스(ICED),100ml,61,,1.49,,,,5.82,,,,,,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
커피_토피넛 샷 라떼 핫(HOT),100ml,87,,2.37,,,,8.05,,,,,,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
커피_토피넛 라떼 아이스(ICED),100ml,60,,1.35,,,,6.6,,,,,,39,,,,,,,,,,1.86,,,,,,,,,,,,,,,,,,,,,,,,
커피_토피넛 라떼 핫(HOT),100ml,69,,1.69,,,,7.28,,,,,,45,,,,,,,,,,2.03,,,,,,,,,,,,,,,,,,,,,,,,
커피_콜드브루 (L),100ml,5,,0.22,,,,0,,,,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
커피_콜드브루 (R),100ml,4,,0.02,,,,0,,,,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
커피_콜드브루 디카페인 아이스(ICED) (L),100ml,1,,0,,,,0,,,,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
커피_콜드브루 디카페인 아이스(ICED) (M),100ml,1,,0,,,,0,,,,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
커피_콜드브루 디카페인 핫(HOT) (L),100ml,1,,0,,,,0,,,,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
커피_콜드브루 디카페인 핫(HOT) (M),100ml,1,,0,,,,0,,,,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
커피_콜드브루 라떼 디카페인 아이스(ICED) (L),100ml,26,,1.16,,,,1.93,,,,,,19,,,,,,,,,,0.89,,,,,,,,,,,,,,,,,,,,,,,,
커피_콜드브루 라떼 디카페인 아이스(ICED) (M),100ml,26,,1.15,,,,1.91,,,,,,19,,,,,,,,,,0.88,,,,,,,,,,,,,,,,,,,,,,,,
커피_콜드브루 라떼 디카페인 핫(HOT) (L),100ml,29,,1.32,,,,2.2,,,,,,22,,,,,,,,,,1.01,,,,,,,,,,,,,,,,,,,,,,,,
커피_콜드브루 라떼 디카페인 핫(HOT) (M),100ml,37,,1.66,,,,2.76,,,,,,28,,,,,,,,,,1.27,,,,,,,,,,,,,,,,,,,,,,,,
커피_콜드브루 라떼 아이스(ICED),100ml,46,,1.97,,,,3.94,,,,,,29,,,,,,,,,,2.25,,,,,,,,,,,,,,,,,,,,,,,,
커피_콜드브루 라떼 아이스(ICED),100ml,26,,1.12,,,,1.71,,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
커피_콜드브루 라떼 아이스(ICED) (L),100ml,23,,1.06,,,1.8,1.8,,,,,,15,,,,,,,,,,0.85,,,,,,,,,,,,,,,,,,,,,,,,
커피_콜드브루 라떼 아이스(ICED) (L),100ml,27,,1.26,,,,1.93,,,,,,19,,,,,,,,,,0.9,,,,,,,,,,,,,,,,,,,,,,,,
커피_콜드브루 라떼 아이스(ICED) (M),100ml,26,,1.24,,,,1.91,,,,,,19,,,,,,,,,,0.88,,,,,,,,,,,,,,,,,,,,,,,,
커피_콜드브루 라떼 아이스(ICED) (ML),100ml,21,,0.99,,,1.69,1.69,,,,,,14,,,,,,,,,,0.7,,,,,,,,,,,,,,,,,,,,,,,,
커피_콜드브루 라떼 핫(HOT) (L),100ml,30,,2.2,,,,2.2,,,,,,22,,,,,,,,,,1.01,,,,,,,,,,,,,,,,,,,,,,,,
커피_콜드브루 라떼 핫(HOT) (M),100ml,37,,1.74,,,,2.76,,,,,,28,,,,,,,,,,1.27,,,,,,,,,,,,,,,,,,,,,,,,
커피_콜드브루 바닐라크림 아이스(ICED) (L),100ml,55,,1.06,,,5.92,5.39,,,,,,29,,,,,,,,,,2.64,,,,,,,,,,,,,,,,,,,,,,,,
커피_카페모카 핫(HOT),100ml,77,,1.54,,,,7.54,,,,,,35,,,,,,,,,,2.62,,,,,,,,,,,,,,,,,,,,,,,,
커피_카페모카 핫(HOT),100ml,104,,2.33,,,,10,,,,,,49,,,,,,,,,,3.89,,,,,,,,,,,,,,,,,,,,,,,,
커피_카페모카 핫(HOT),100ml,109,,2.5,,,,10,,,,,,39,,,,,,,,,,3.61,,,,,,,,,,,,,,,,,,,,,,,,
커피_카페모카 핫(HOT) (L),100ml,57,,1.68,,,,7.4,,,,,,28,,,,,,,,,,1.05,,,,,,,,,,,,,,,,,,,,,,,,
커피_카페모카 핫(HOT) (L),100ml,128,,4.23,,,,12.55,,,,,,59,,,,,,,,,,2.39,,,,,,,,,,,,,,,,,,,,,,,,
커피_카페모카 핫(HOT) (M),100ml,60,,1.88,,,,7.48,,,,,,31,,,,,,,,,,1.27,,,,,,,,,,,,,,,,,,,,,,,,
커피_카페모카 핫(HOT) (ML),100ml,84,,1.52,,,11.17,9.98,,,,,,36,,,,,,,,,,2.88,,,,,,,,,,,,,,,,,,,,,,,,
커피_카페모카 핫(HOT) (R),100ml,105,,3.74,,,,12,,,,,,53,,,,,,,,,,2.16,,,,,,,,,,,,,,,,,,,,,,,,
커피_카푸치노 아이스(ICED),100ml,21,,0.93,,,,1.43,,,,,,15,,,,,,,,,,0.71,,,,,,,,,,,,,,,,,,,,,,,,
커피_카푸치노 아이스(ICED) (L),100ml,20,,0.95,,,1.8,1.69,,,,,,13,,,,,,,,,,0.74,,,,,,,,,,,,,,,,,,,,,,,,
커피_카푸치노 아이스(ICED) (L),100ml,44,,1.84,,,,2.33,,,,,,24,,,,,,,,,,1.02,,,,,,,,,,,,,,,,,,,,,,,,
커피_카푸치노 아이스(ICED) (ML),100ml,19,,0.85,,,1.69,1.69,,,,,,12,,,,,,,,,,0.7,,,,,,,,,,,,,,,,,,,,,,,,
커피_카푸치노 아이스(ICED) (R),100ml,39,,1.53,,,,2.5,,,,,,25,,,,,,,,,,0.98,,,,,,,,,,,,,,,,,,,,,,,,
커피_카푸치노 핫(HOT),100ml,46,,2,,,,3.19,,,,,,32,,,,,,,,,,1.6,,,,,,,,,,,,,,,,,,,,,,,,
커피_카푸치노 핫(HOT) (L),100ml,76,,2.9,,,,4.75,,,,,,48,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,
커피_카푸치노 핫(HOT) (ML),100ml,36,,1.69,,,3.21,3.05,,,,,,24,,,,,,,,,,1.35,,,,,,,,,,,,,,,,,,,,,,,,
커피_카푸치노 핫(HOT) (R),100ml,62,,2.06,,,,3.38,,,,,,43,,,,,,,,,,1.32,,,,,,,,,,,,,,,,,,,,,,,,
커피_콜드 브루 라떼 아이스(ICED),100ml,22,,1.18,,,,1.4,,,,,,23,,,,,,,,,,0.7,,,,,,,,,,,,,,,,,,,,,,,,
커피_콜드 브루 아메리카노 아이스(ICED),100ml,2,,0.3,,,,0,,,,,,6,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
커피_카페 라떼 핫(HOT) (R),100ml,25,,1.27,,,,1.27,,,,,,9,,,,,,,,,,0.63,,,,,,,,,,,,,,,,,,,,,,,,
커피_카페 라떼 핫(HOT) (R),100ml,69,,2.59,,,,4.26,,,,,,43,,,,,,,,,,1.68,,,,,,,,,,,,,,,,,,,,,,,,
커피_카페 라떼 핫(HOT) (S),100ml,25,,1.13,,,,1.41,,,,,,9,,,,,,,,,,0.85,,,,,,,,,,,,,,,,,,,,,,,,
커피_카페모카,100ml,39,,1.24,,,,5.46,,,,,,18,,,,,,,,,,0.86,,,,,,,,,,,,,,,,,,,,,,,,
커피_카페모카 아이스(ICED),100ml,80,,1.69,,,,9.81,,,,,,40,,,,,,,,,,2.54,,,,,,,,,,,,,,,,,,,,,,,,
커피_카페모카 아이스(ICED),100ml,50,,1.13,,,7.34,6.14,,,,,,28,,,,,,,,,0,1.13,4.85,,,,,,,,,,,,,,,,,,,,,,,
커피_카페모카 아이스(ICED),100ml,107,,2.81,,,,16.14,,,,,,47,,,,,,,,,,1.75,,,,,,,,,,,,,,,,,,,,,,,,
커피_카페모카 아이스(ICED),100ml,79,,1.35,,,,7.78,,,,,,34,,,,,,,,,,2.71,,,,,,,,,,,,,,,,,,,,,,,,
커피_카페모카 아이스(ICED),100ml,78,,1.45,,,,8.57,,,,,,33,,,,,,,,,,3.33,,,,,,,,,,,,,,,,,,,,,,,,
커피_카페모카 아이스(ICED),100ml,69,,1.3,,,,7.3,,,,,,26,,,,,,,,,,2.19,,,,,,,,,,,,,,,,,,,,,,,,
커피_카페모카 아이스(ICED) (L),100ml,63,,0.74,,,9.83,8.77,,,,,,21,,,,,,,,,,1.9,,,,,,,,,,,,,,,,,,,,,,,,
커피_카페모카 아이스(ICED) (L),100ml,53,,1.4,,,,7.43,,,,,,24,,,,,,,,,,0.84,,,,,,,,,,,,,,,,,,,,,,,,
커피_카페모카 아이스(ICED) (L),100ml,91,,2.62,,,,9.27,,,,,,29,,,,,,,,,,1.36,,,,,,,,,,,,,,,,,,,,,,,,
커피_카페모카 아이스(ICED) (M),100ml,54,,1.4,,,,7.45,,,,,,24,,,,,,,,,,0.88,,,,,,,,,,,,,,,,,,,,,,,,
커피_카페모카 아이스(ICED) (ML),100ml,47,,0.56,,,6.9,6.2,,,,,,16,,,,,,,,,,1.55,,,,,,,,,,,,,,,,,,,,,,,,
커피_카페모카 아이스(ICED) (R),100ml,70,,2.65,,,,7.33,,,,,,29,,,,,,,,,,1.19,,,,,,,,,,,,,,,,,,,,,,,,
커피_카페모카 핫(HOT),100ml,92,,2.2,,,,10.66,,,,,,48,,,,,,,,,,2.88,,,,,,,,,,,,,,,,,,,,,,,,
커피_카페모카 핫(HOT),100ml,82,,2.19,,,10.74,9.19,,,,,,49,,,,,,,,,0,2.07,9.9,,,,,,,,,,,,,,,,,,,,,,,
커피_카페모카 핫(HOT),100ml,107,,2.81,,,,16.14,,,,,,47,,,,,,,,,,1.75,,,,,,,,,,,,,,,,,,,,,,,,
커피_카페 라떼 아이스(ICED) (ML),100ml,21,,0.99,,,1.69,1.69,,,,,,14,,,,,,,,,,0.7,,,,,,,,,,,,,,,,,,,,,,,,
커피_카페 라떼 아이스(ICED) (R),100ml,58,,1.97,,,,3.66,,,,,,29,,,,,,,,,,2.25,,,,,,,,,,,,,,,,,,,,,,,,
커피_카페 라떼 아이스(ICED) (R),100ml,23,,1.06,,,,1.27,,,,,,8,,,,,,,,,,0.63,,,,,,,,,,,,,,,,,,,,,,,,
커피_카페 라떼 아이스(ICED) (R),100ml,33,,1.3,,,,2.13,,,,,,22,,,,,,,,,,0.85,,,,,,,,,,,,,,,,,,,,,,,,
커피_카페 라떼 아이스(ICED) (S),100ml,23,,1.13,,,,1.13,,,,,,8,,,,,,,,,,0.56,,,,,,,,,,,,,,,,,,,,,,,,
커피_카페 라떼 핫(HOT),100ml,44,,1.86,,,,3.05,,,,,,30,,,,,,,,,,1.52,,,,,,,,,,,,,,,,,,,,,,,,
커피_카페 라떼 핫(HOT),100ml,46,,2.18,,,,3.11,,,,,,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
커피_카페 라떼 핫(HOT),100ml,54,,2.32,,,3.91,3.8,,,,,,40,,,,,,,,,0,1.9,,,,,,,,,,,,,,,,,,,,,,,,
커피_카페 라떼 핫(HOT),100ml,58,,2.5,,,,4.17,,,,,,43,,,,,,,,,,2.08,,,,,,,,,,,,,,,,,,,,,,,,
커피_카페 라떼 핫(HOT),100ml,61,,2.57,,,,4,,,,,,46,,,,,,,,,,2.29,,,,,,,,,,,,,,,,,,,,,,,,
커피_카페 라떼 핫(HOT),100ml,50,,2.17,,,,3.47,,,,,,35,,,,,,,,,,1.74,,,,,,,,,,,,,,,,,,,,,,,,
커피_카페 라떼 핫(HOT),100ml,54,,2.51,,,,3.41,,,,,,35,,,,,,,,,,2.51,,,,,,,,,,,,,,,,,,,,,,,,
커피_카페 라떼 핫(HOT) (K(코끼리)),100ml,43,,2,,,,3.54,,,,,,29,,,,,,,,,,2.15,,,,,,,,,,,,,,,,,,,,,,,,
커피_카페 라떼 핫(HOT) (L),100ml,43,,1.9,,,,3.59,,,,,,29,,,,,,,,,,2.11,,,,,,,,,,,,,,,,,,,,,,,,
커피_카페 라떼 핫(HOT) (L),100ml,34,,1.62,,,,2.54,,,,,,25,,,,,,,,,,1.17,,,,,,,,,,,,,,,,,,,,,,,,
커피_카페 라떼 핫(HOT) (L),100ml,85,,3.35,,,,5.5,,,,,,56,,,,,,,,,,2.3,,,,,,,,,,,,,,,,,,,,,,,,
커피_카페 라떼 핫(HOT) (M),100ml,39,,1.81,,,,2.93,,,,,,29,,,,,,,,,,1.34,,,,,,,,,,,,,,,,,,,,,,,,
